date,building_number,month,year,container_type,service_type,bill_description,description,bill_desc_original,desc_original,container_quantity,volume_per_container,weekly_pickups,volume_collected_per_week,total_volume_per_week,waste_stream,share_of_commingled_volume,total_commingled_waste,waste_this_month,data_version
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,6.61,6.61,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,6.96,6.96,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,6.22,6.22,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,5.43,5.43,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,6.46,6.46,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,4.35,4.35,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,4.26,4.26,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,6.63,6.63,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,7.03,7.03,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,6.13,6.13,032820-00
4/1/18,,April,2018,RO,RO,Battle Building,Battle Building,UVA BATTLE BUILDING,Battle Building,1,15,1,15,,Clinical MSW,100,3.86,3.86,032820-00
4/1/18,,April,2018,RO,RO,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,University Hospital (Roll Off) Compacted - Dock 7,Main Hospital Dock 7,1,34,1,34,,Clinical MSW,100,4.8,4.8,032820-00
4/1/18,,April,2018,RO,RO,Battle Building,Battle Building,UVA BATTLE BUILDING,Battle Building,1,15,1,15,,Clinical MSW,100,3.51,3.51,032820-00
4/1/18,,April,2018,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,40,1,40,,CDD,100,3.27,3.27,032820-00
4/1/18,,April,2018,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,40,1,40,,CDD,100,2.28,2.28,032820-00
4/1/18,,April,2018,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,40,1,40,,CDD,100,3.19,3.19,032820-00
4/1/18,,April,2018,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,40,1,40,,CDD,100,5.02,5.02,032820-00
4/1/18,,April,2018,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,40,1,40,,CDD,100,4.34,4.34,032820-00
4/1/18,,April,2018,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,40,1,40,,CDD,100,3.04,3.04,032820-00
4/1/18,,April,2018,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,40,1,40,,CDD,100,2.5,2.5,032820-00
4/1/18,,April,2018,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,40,1,40,,CDD,100,2.79,2.79,032820-00
4/1/18,,April,2018,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,40,1,40,,CDD,100,2.79,2.79,032820-00
4/1/18,,April,2018,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,40,1,40,,CDD,100,3.12,3.12,032820-00
4/1/18,,April,2018,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,40,1,40,,CDD,100,0.56,0.56,032820-00
4/1/18,,April,2018,RO,RO,Battle Building,Battle Building,UVA BATTLE BUILDING,Battle Building,1,15,1,15,,Clinical MSW,100,3.73,3.73,032820-00
4/1/18,,April,2018,RO,RO,O Hill,O Hill,UVA O HILL                    ,O Hill,1,34,1,34,,Aramark,100,5.79,5.79,032820-00
4/1/18,,April,2018,RO,RO,O Hill,O Hill,UVA O HILL                    ,O Hill,1,34,1,34,,Aramark,100,8.18,8.18,032820-00
4/1/18,122,April,2018,RO,RO,Newcomb Hall,Newcomb Hall,UVA NEWCOMB HALL              ,Newcomb Hall,1,34,1,34,,Aramark,100,9.31,9.31,032820-00
4/1/18,122,April,2018,RO,RO,Newcomb Hall,Newcomb Hall,UVA NEWCOMB HALL              ,Newcomb Hall,1,34,1,34,,Aramark,100,13.33,13.33,032820-00
4/1/18,122,April,2018,RO,RO,Newcomb Hall,Newcomb Hall,UVA NEWCOMB HALL              ,Newcomb Hall,1,34,1,34,,Aramark,100,11.68,11.68,032820-00
4/1/18,122,April,2018,RO,RO,Newcomb Hall,Newcomb Hall,UVA NEWCOMB HALL              ,Newcomb Hall,1,34,1,34,,Aramark,100,8.42,8.42,032820-00
4/1/18,,April,2018,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,40,1,40,,CDD,100,2.41,2.41,032820-00
4/1/18,,April,2018,RO,RO,West Complex,West Complex,UVA WEST COMPLEX              ,West Complex,1,34,1,34,,Clinical MSW,100,7.18,7.18,032820-00
4/1/18,,April,2018,RO,RO,Facilities Management,Facilities Management,UVA FACILITIES MANAGEMENT     ,Facilities Management,1,40,1,40,,CDD,100,2.65,2.65,032820-00
4/1/18,,April,2018,RO,RO,JPJ,JPJ,UVA JOHN PAUL JONES           ,JPJ,1,34,1,34,,Athletics,100,4.69,4.69,032820-00
4/1/18,,April,2018,RO,RO,West Complex,West Complex,UVA WEST COMPLEX              ,West Complex,1,34,1,34,,Clinical MSW,100,6.95,6.95,032820-00
4/1/18,,April,2018,RO,RO,Material Science,Material Science,UVA MATERIAL SCIENCE,Material Science,1,30,1,30,,On-Grounds,100,0.83,0.83,032820-00
4/1/18,,April,2018,RO,RO,Material Science,Material Science,UVA MATERIAL SCIENCE,Material Science,1,30,1,30,,On-Grounds,100,1.4,1.4,032820-00
4/1/18,,April,2018,RO,RO,The Park,The Park,UVA THE PARK                    ,The Park,1,30,1,30,,IM-Rec,100,1.1,1.1,032820-00
4/1/18,1600,April,2018,RO,RO,KCRC,KCRC,UVA KCRC                      ,KCRC,1,30,1,30,,Maintenance,100,0.83,0.83,032820-00
4/1/18,,April,2018,RO,RO,University Hall,University Hall,UVA UNIVERSITY HALL,University Hall,1,30,1,30,,Athletics,100,2.65,2.65,032820-00
4/1/18,,April,2018,RO,RO,University Hall,University Hall,UVA UNIVERSITY HALL,University Hall,1,30,1,30,,Athletics,100,2.3,2.3,032820-00
4/1/18,,April,2018,RO,RO,University Hall,University Hall,UVA UNIVERSITY HALL,University Hall,1,30,1,30,,Athletics,100,2.17,2.17,032820-00
4/1/18,,April,2018,RO,RO,University Hall,University Hall,UVA UNIVERSITY HALL,University Hall,1,30,1,30,,Athletics,100,2.57,2.57,032820-00
4/1/18,1600,April,2018,RO,RO,KCRC,KCRC,UVA KCRC                      ,KCRC,1,30,1,30,,Maintenance,100,0.88,0.88,032820-00
4/1/18,,April,2018,RO,RO,University Hall,University Hall,UVA UNIVERSITY HALL,University Hall,1,30,1,30,,Athletics,100,3.24,3.24,032820-00
4/1/18,,April,2018,RO,RO,University Hall,University Hall,UVA UNIVERSITY HALL,University Hall,1,30,1,30,,Athletics,100,2.01,2.01,032820-00
4/1/18,,April,2018,RO,RO,Drama,Drama,UVA DRAMA                     ,Drama,1,30,1,30,,On-Grounds,100,1.42,1.42,032820-00
4/1/18,,April,2018,RO,RO,Drama,Drama,UVA DRAMA                     ,Drama,1,30,1,30,,On-Grounds,100,1.75,1.75,032820-00
4/1/18,,April,2018,RO,RO,Drama,Drama,UVA DRAMA                     ,Drama,1,30,1,30,,On-Grounds,100,3.27,3.27,032820-00
4/1/18,,April,2018,RO,RO,Drama,Drama,UVA DRAMA                     ,Drama,1,30,1,30,,On-Grounds,100,0.43,0.43,032820-00
4/1/18,,April,2018,RO,RO,University Hall,University Hall,UVA UNIVERSITY HALL,University Hall,1,30,1,30,,Athletics,100,2.67,2.67,032820-00
4/1/18,,April,2018,RO,RO,JPJ,JPJ,UVA JOHN PAUL JONES           ,JPJ,1,34,1,34,,Athletics,100,8.53,8.53,032820-00
5/1/18,603,May,2018,6FL,FL,Faulkner Miller Ctr,Faulkner Miller Court,UVA FAULKNER MILLER CTR       ,Faulkner Miller Court,1,6,1,6,2827.5,Off-Grounds,0.21,321.47,0.68,032820-00
5/1/18,261,May,2018,6FL,FL,Shelbourne Hall,Shelbourne Hall,UVA SHELBOURNE HALL           ,Shelbourne Hall,1,6,3,18,2827.5,On-Grounds,0.64,321.47,2.05,032820-00
5/1/18,7147,May,2018,6FL,FL,Telephone Exchange,Telephone Exchange,UVA TELEPHONE EXCHANGE        ,Telephone Exchange,1,6,2,12,2827.5,On-Grounds,0.42,321.47,1.36,032820-00
5/1/18,527,May,2018,6FL,FL,Law/Withers-Brown,Withers-Brown,UVA LAW/WITHERS-BROWN         ,Withers-Brown,1,6,5,30,2827.5,Law School,1.06,321.47,3.41,032820-00
5/1/18,204,May,2018,05P,FL,Thornton Hall Cont 2,Thornton Hall,UVA THORNTON HALL CONT 2      ,Thornton Hall,1,0,0,0,2827.5,On-Grounds,0,321.47,,032820-00
5/1/18,270,May,2018,4FL,FL,Material Science,Material Science,UVA MATERIAL SCIENCE          ,Material Science,1,4,2,8,2827.5,On-Grounds,0.28,321.47,0.91,032820-00
5/1/18,583,May,2018,4FL,FL,Mat Mgmt Storage P&T,Mat Mgmt Storage P&T,UVA MAT MGMT STORAGE P&T      ,Mat Mgmt Storage P&T,1,4,1,4,2827.5,Maintenance,0.14,321.47,0.45,032820-00
5/1/18,83,May,2018,4FL,FL,Monroe Hall,Monroe Hall,UVA MONROE HALL               ,Monroe Hall,1,4,1,4,2827.5,On-Grounds,0.14,321.47,0.45,032820-00
5/1/18,5262,May,2018,4FL,FL,Slaughter Rec Center,Slaughter Rec. Center,UVA SLAUGHTER REC CENTER      ,Slaughter Rec. Center,1,4,1,4,2827.5,IM-Rec,0.14,321.47,0.45,032820-00
5/1/18,421,May,2018,4FL,FL,Madison Hall,Madison Hall,UVA MADISON HALL              ,Madison Hall,1,4,2,8,2827.5,On-Grounds,0.28,321.47,0.91,032820-00
5/1/18,1693,May,2018,6FL,FL,Sieg Warehouse,Sieg Warehouse,UVA SIEG WAREHOUSE            ,Sieg Warehouse,1,6,1,6,2827.5,Off-Grounds,0.21,321.47,0.68,032820-00
5/1/18,228,May,2018,4FL,FL,Fac Mgt Leake Building,Leake Building,UVA FAC MGT LEAKE BUILDING    ,Leake Building,1,4,2,8,2827.5,On-Grounds,0.28,321.47,0.91,032820-00
5/1/18,2352,May,2018,4FL,FL,Mimosa Dr 118,Mimosa Drive,UVA MIMOSA DR 118             ,Mimosa Drive,1,4,3,12,2827.5,Housing,0.42,321.47,1.36,032820-00
5/1/18,105,May,2018,4FL,FL,McLeod Hall,McLeod Hall,UVA MCLEOD HALL               ,McLeod Hall,1,4,6,24,2827.5,Clinical MSW,0.85,321.47,2.73,032820-00
5/1/18,2410,May,2018,8FL,FL,University Gardens,University Gardens,UVA UNIVERSITY GARDEN         ,University Gardens,1,8,2,16,2827.5,Housing,0.57,321.47,1.82,032820-00
5/1/18,82,May,2018,10F,FL,Alderman Library,Alderman Library,UVA ALDERMAN LIBRARY          ,Alderman Library,1,10,6,60,2827.5,On-Grounds,2.12,321.47,6.82,032820-00
5/1/18,5617,May,2018,8FL,FL,Birdwood Maintenance,Birdwood Golf Course,UVA BIRDWOOD MAINTENANCE      ,Birdwood Golf Course,1,8,2,16,2827.5,Maintenance,0.57,321.47,1.82,032820-00
5/1/18,2146,May,2018,8FL,FL,Bice House,Bice,UVA BICE HOUSE                ,Bice,1,8,1,8,2827.5,Housing,0.28,321.47,0.91,032820-00
5/1/18,2132,May,2018,8FL,FL,Casa Bolivar Spanish,Casa Bolivar Spanish,UVA CASA BOLIVAR SPANISH      ,Casa Bolivar Spanish,1,8,1,8,2827.5,Housing,0.28,321.47,0.91,032820-00
5/1/18,2806,May,2018,8FL,FL,Copeley I 448 Seymour,Copeley Apartments,UVA COPELEY I 448 SEYMOUR     ,Copeley Apartments,1,8,1,8,2827.5,Housing,0.28,321.47,0.91,032820-00
5/1/18,2822,May,2018,8FL,FL,Copeley II 488 Farrish,Copeley Apartments,UVA COPELEY II 488 FARRISH    ,Copeley Apartments,1,8,1,8,2827.5,Housing,0.28,321.47,0.91,032820-00
5/1/18,2827,May,2018,8FL,FL,Copeley II 422 Farrish,Copeley Apartments,UVA COPELEY II 422 FARRISH    ,Copeley Apartments,1,8,1,8,2827.5,Housing,0.28,321.47,0.91,032820-00
5/1/18,5576,May,2018,8FL,FL,University Hall,University Hall,UVA UNIVERSITY HALL           ,University Hall,1,8,3,24,2827.5,Athletics,0.85,321.47,2.73,032820-00
5/1/18,2566,May,2018,8FL,FL,Faulkner Dorms,Faulkner Dorms,UVA FAULKNER DORMS            ,Faulkner Dorms,1,8,1,8,2827.5,Housing,0.28,321.47,0.91,032820-00
5/1/18,267,May,2018,4FL,FL,Wilsdorf,Wilsdorf,UVA WILSDORF                  ,Wilsdorf,1,4,6,24,2827.5,On-Grounds,0.85,321.47,2.73,032820-00
5/1/18,2829,May,2018,8FL,FL,Copeley III 829,Copeley Apartments,UVA COPELEY III 829           ,Copeley Apartments,1,8,1,8,2827.5,Housing,0.28,321.47,0.91,032820-00
5/1/18,2833,May,2018,8FL,FL,Copeley III 833,Copeley Apartments,UVA COPELEY III 833           ,Copeley Apartments,1,8,1,8,2827.5,Housing,0.28,321.47,0.91,032820-00
5/1/18,263,May,2018,4FL,FL,Env Health & Safety,Environmental Health & Safety,UVA ENV HEALTH & SAFETY       ,Environmental Health & Safety,1,4,2,8,2827.5,On-Grounds,0.28,321.47,0.91,032820-00
5/1/18,2839,May,2018,8FL,FL,Copeley III 839,Copeley Apartments,UVA COPELEY III 839           ,Copeley Apartments,1,8,1,8,2827.5,Housing,0.28,321.47,0.91,032820-00
5/1/18,2382,May,2018,8FL,FL,Gooch 382,Gooch Dillard Dorms,UVA GOOCH 382                 ,Gooch Dillard Dorms,1,8,6,48,2827.5,Housing,1.7,321.47,5.46,032820-00
5/1/18,2367,May,2018,2FL,FL,Pied Fac Apts #2504,Piedmont Faculty Apartments,UVA PIED FAC APTS #2504       ,Piedmont Faculty Apartments,1,2,3,6,2827.5,Housing,0.21,321.47,0.68,032820-00
5/1/18,67,May,2018,4FL,FL,Halsey Hall,Halsey Hall,UVA HALSEY HALL               ,Halsey Hall,1,4,6,24,2827.5,On-Grounds,0.85,321.47,2.73,032820-00
5/1/18,2372,May,2018,8FL,FL,Lile-Maupin,Lili-Maupin ,UVA LILE-MAUPIN               ,Lili-Maupin ,1,8,1,8,2827.5,Housing,0.28,321.47,0.91,032820-00
5/1/18,3755,May,2018,8FL,FL,Ray C Hunt 415,Ray C Hunt,UVA RAY C HUNT 415            ,Ray C Hunt,1,8,5,40,2827.5,Clinical MSW,1.41,321.47,4.55,032820-00
5/1/18,256,May,2018,05P,FL,Chemistry Building,Chemistry Building,UVA CHEMISTRY                 ,Chemistry Building,1,0,0,0,2827.5,On-Grounds,0,321.47,,032820-00
5/1/18,1994,May,2018,8FL,FL,1222 Jpa,1222 JPA,UVA 1222 JPA                  ,1222 JPA,1,8,6,48,2827.5,Clinical MSW,1.7,321.47,5.46,032820-00
5/1/18,1998,May,2018,8FL,FL,Core Lab,Core Lab,UVA CORE LAB                  ,Core Lab,1,8,6,48,2827.5,Clinical MSW,1.7,321.47,5.46,032820-00
5/1/18,,May,2018,T96,FL,1939 Ivy Road,1939 Ivy Road,UVA 1939 IVY ROAD             ,1939 Ivy Road,1,0.5,2,1,2827.5,Off-Grounds,0.04,321.47,0.11,032820-00
5/1/18,,May,2018,T96,FL,Brooks Hall,Brooks Hall,UVA BROOKS HALL               ,Brooks Hall,2,0.5,3,3,2827.5,On-Grounds,0.11,321.47,0.34,032820-00
5/1/18,207,May,2018,8FL,FL,Zehmer Hall,Zehmer Hall,UVA ZEHMER HALL               ,Zehmer Hall,1,8,1,8,2827.5,Off-Grounds,0.28,321.47,0.91,032820-00
5/1/18,,May,2018,T96,FL,108 Cresap House,108 Cresap House,UVA 108 CRESAP/RUSSIAN/SLEVIC ,108 Cresap House,2,0.5,1,1,2827.5,Housing,0.04,321.47,0.11,032820-00
5/1/18,,May,2018,T96,FL,Duke House/Sunnyside,Duke House,UVA DUKE HOUSE/SUNNYSIDE      ,Duke House,1,0.5,1,0.5,2827.5,Housing,0.02,321.47,0.06,032820-00
5/1/18,,May,2018,T96,FL,East Lawn Rotunda Alley Pa,East Lawn Rotunda,UVA EAST LAWN ROTUNDA ALLEY PA,East Lawn Rotunda,5,0.5,4,10,2827.5,On-Grounds,0.35,321.47,1.14,032820-00
5/1/18,,May,2018,T96,FL,Patterson Alley,Patterson Alley,UVA PATTERSON ALLEY           ,Patterson Alley,4,0.5,4,8,2827.5,Housing,0.28,321.47,0.91,032820-00
5/1/18,,May,2018,T96,FL,Mews Alley,Mews Alley,UVA MEWS ALLEY                ,Mews Alley,2,0.5,4,4,2827.5,Housing,0.14,321.47,0.45,032820-00
5/1/18,,May,2018,T96,FL,Collanade Alley,Collanade Alley,UVA COLLANADE ALLEY           ,Collanade Alley,9,0.5,6,27,2827.5,Housing,0.95,321.47,3.07,032820-00
5/1/18,,May,2018,T96,FL,East Lawn Green Alley Pav,East Lawn,UVA EAST LAWN GREEN ALLEY PAV ,East Lawn,2,0.5,4,4,2827.5,Housing,0.14,321.47,0.45,032820-00
5/1/18,2366,May,2018,10F,FL,Woody Dorm,Woody Dorm,UVA WOODY DORM                ,Woody Dorm,1,10,1,10,2827.5,Housing,0.35,321.47,1.14,032820-00
5/1/18,,May,2018,T96,FL,East Range Green & Key,East Lawn,UVA EAST RANGE GREEN & KEY    ,East Lawn,2,0.5,4,4,2827.5,Housing,0.14,321.47,0.45,032820-00
5/1/18,,May,2018,T96,FL,East Range Key & Lile,East Lawn,UVA EAST RANGE KEY & LILE     ,East Lawn,2,0.5,4,4,2827.5,Housing,0.14,321.47,0.45,032820-00
5/1/18,,May,2018,T96,FL,East Lawn Lile Alley Pay V,East Lawn,UVA EAST LAWN LILE ALLEY PAY V,East Lawn,2,0.5,4,4,2827.5,Housing,0.14,321.47,0.45,032820-00
5/1/18,,May,2018,T96,FL,Wests Range Garage,West Range Garage,UVA WESTS RANGE GARAGE        ,West Range Garage,4,0.5,4,8,2827.5,On-Grounds,0.28,321.47,0.91,032820-00
5/1/18,,May,2018,T96,FL,21 University Circle,21 University Circle,UVA 21 UNIVERSITY CIRCLE      ,21 University Circle,2,0.5,1,1,2827.5,Off-Grounds,0.04,321.47,0.11,032820-00
5/1/18,,May,2018,T96,FL,Sawyer Hospitality,Sawyer Hospitality,UVA SAWYER HOSPITALITY        ,Sawyer Hospitality,3,0.5,3,4.5,2827.5,Clinical MSW,0.16,321.47,0.51,032820-00
5/1/18,,May,2018,T96,FL,KCRC Cochran House,KCRC Cochran House,UVA KCRC COCHRAN HOUSE        ,KCRC Cochran House,1,0.5,1,0.5,2827.5,Off-Grounds,0.02,321.47,0.06,032820-00
5/1/18,,May,2018,T96,FL,Morea House,Morea House,UVA MOREA HOUSE               ,Morea House,2,0.5,3,3,2827.5,Housing,0.11,321.47,0.34,032820-00
5/1/18,5561,May,2018,2FL,FL,North Grounds Rec Ct,North Grounds Rec. Center,UVA NORTH GROUNDS REC CT      ,North Grounds Rec. Center,1,2,3,6,2827.5,IM-Rec,0.21,321.47,0.68,032820-00
5/1/18,,May,2018,T96,FL,Garrett Hall,Garrett Hall,UVA GARRETT HALL              ,Garrett Hall,3,0.5,4,6,2827.5,On-Grounds,0.21,321.47,0.68,032820-00
5/1/18,,May,2018,T96,FL,South Parking Garage,South Parking Garage,UVA SOUTH PARKING GARAGE      ,South Parking Garage,2,0.5,1,1,2827.5,Off-Grounds,0.04,321.47,0.11,032820-00
5/1/18,2474,May,2018,8FL,FL,Lambeth Field Dorms,Lambeth Field Dorms,UVA LAMBETH FIELD DORMS       ,Lambeth Field Dorms,1,8,1,8,2827.5,Housing,0.28,321.47,0.91,032820-00
5/1/18,2474,May,2018,10F,FL,Lambeth Field Dorms,Lambeth Field Dorms,UVA LAMBETH FIELD DORMS       ,Lambeth Field Dorms,1,10,1,10,2827.5,Housing,0.35,321.47,1.14,032820-00
5/1/18,2464,May,2018,10F,FL,Lambeth Store,Lambeth Store,UVA LAMBETH STORE             ,Lambeth Store,1,10,1,10,2827.5,Housing,0.35,321.47,1.14,032820-00
5/1/18,2360,May,2018,10F,FL,Cauthen,Cauthen,UVA CAUTHEN                   ,Cauthen,1,10,1,10,2827.5,Housing,0.35,321.47,1.14,032820-00
5/1/18,,May,2018,T96,FL,East Lawn Key Alley Pav V,East Lawn,UVA EAST LAWN KEY ALLEY PAV V ,East Lawn,2,0.5,4,4,2827.5,Housing,0.14,321.47,0.45,032820-00
5/1/18,2394,May,2018,8FL,FL,Hereford College Low,Hereford College,UVA HEREFORD COLLEGE LOW      ,Hereford College,1,8,1,8,2827.5,Housing,0.28,321.47,0.91,032820-00
5/1/18,2801,May,2018,8FL,FL,Copeley Apts 210 Seymour,Copeley Apartments,UVA COPELY SEYMOUR 210        ,Copeley Apartments,1,8,1,8,2827.5,Housing,0.28,321.47,0.91,032820-00
5/1/18,2213,May,2018,05P,FL,Humphreys & Echols,Humphreys & Echols,UVA HUMPRHREYS & ECHOLS       ,Humphreys & Echols,1,0,0,0,2827.5,Housing,0,321.47,,032820-00
5/1/18,5087,May,2018,6FL,FL,Memorial Gymnasium,Memorial Gymnasium,UVA MEMORIAL GYMNASIUM        ,Memorial Gymnasium,1,6,3,18,2827.5,IM-Rec,0.64,321.47,2.05,032820-00
5/1/18,204,May,2018,05P,FL,Thornton Hall,Thornton Hall,UVA THORNTON HALL             ,Thornton Hall,1,0,0,0,2827.5,On-Grounds,0,321.47,,032820-00
5/1/18,202,May,2018,6FL,FL,Olsson Hall,Olsson Hall,UVA OLLSON HALL               ,Olsson Hall,1,6,5,30,2827.5,On-Grounds,1.06,321.47,3.41,032820-00
5/1/18,3432,May,2018,6FL,FL,Alumni Hall,Alumni Hall,UVA ALUMNI HALL               ,Alumni Hall,1,6,6,36,2827.5,On-Grounds,1.27,321.47,4.09,032820-00
5/1/18,125,May,2018,6FL,FL,Bookstore/Central Grounds,Bookstore/Central Grounds,UVA BOOKSTORE/CENTRAL GROUNDS ,Bookstore/Central Grounds,1,6,6,36,2827.5,On-Grounds,1.27,321.47,4.09,032820-00
5/1/18,553,May,2018,8FC,FL,Darden School,Darden School,UVA DARDEN SCHOOL             ,Darden School,1,24,5,120,2827.5,Darden,4.24,321.47,13.64,032820-00
5/1/18,252,May,2018,8FL,FL,Astronomy Building,Astronomy Building,UVA ASTRONOMY BUILDING        ,Astronomy Building,1,8,1,8,2827.5,On-Grounds,0.28,321.47,0.91,032820-00
5/1/18,627,May,2018,8FL,FL,Police Building,Police Building,UVA POLICE BLDG               ,Police Building,1,8,1,8,2827.5,Off-Grounds,0.28,321.47,0.91,032820-00
5/1/18,3760,May,2018,8FL,FL,Ray C Hunt 500,Ray C Hunt,UVA RAY C HUNT 500            ,Ray C Hunt,1,8,3,24,2827.5,Clinical MSW,0.85,321.47,2.73,032820-00
5/1/18,2804,May,2018,8FL,FL,Copeley Apts 410 Seymour,Copeley Apartments,UVA COPELEY APTS 410 SEYMOUR  ,Copeley Apartments,1,8,1,8,2827.5,Housing,0.28,321.47,0.91,032820-00
5/1/18,2810,May,2018,8FL,FL,Copeley Apts 499 Seymour,Copeley Apartments,UVA COPELEY APTS 499 SEYMOUR  ,Copeley Apartments,1,8,1,8,2827.5,Housing,0.28,321.47,0.91,032820-00
5/1/18,2814,May,2018,8FL,FL,Copeley Apts 547 Seymour,Copeley Apartments,UVA COPELEY APTS 547 SEYMOUR  ,Copeley Apartments,1,8,1,8,2827.5,Housing,0.28,321.47,0.91,032820-00
5/1/18,2821,May,2018,8FL,FL,Copeley Apts 285 Peyton,Copeley Apartments,UVA COPELEY APTS 285 PEYTON   ,Copeley Apartments,1,8,1,8,2827.5,Housing,0.28,321.47,0.91,032820-00
5/1/18,2825,May,2018,8FL,FL,Copeley Apts 454 Farrish,Copeley Apartments,UVA COPELEY APTS 454 FARRISH  ,Copeley Apartments,1,8,1,8,2827.5,Housing,0.28,321.47,0.91,032820-00
5/1/18,583,May,2018,8FL,FL,Parking & Transit,Parking & Transit,UVA PARKING & TRANSIT         ,Parking & Transit,1,8,2,16,2827.5,Off-Grounds,0.57,321.47,1.82,032820-00
5/1/18,2410,May,2018,8FL,FL,University Gardens,University Gardens,UVA UNIVERSITY GARDENS        ,University Gardens,1,8,2,16,2827.5,Housing,0.57,321.47,1.82,032820-00
5/1/18,,May,2018,8FL,FL,Klockner Stadium,Klockner Stadium,UVA KLOCKNER STADIUM          ,Klockner Stadium,1,0,0,0,2827.5,Athletics,0,321.47,,032820-00
5/1/18,,May,2018,8FL,FL,Aquatic & Fitness Center,Aquatic & Fitness Center,UVA AQUATIC & FITNESS CENTER  ,Aquatic & Fitness Center,1,8,2,16,2827.5,IM-Rec,0.57,321.47,1.82,032820-00
